path,id,name,latitude,longitude,height,info
pippo,L9671.241,Alberi monumentali 100,44.326596,8.466697999999997,5.336085289072462e-8,Id albero: 05/I480/SV/07|Provincia: Savona|Comune: Savona|Località: Varnazzino - Via Beato Antonio Botta, 35|Altezza: 21|Contesto urbano: si|Nome scientifico: Pinus pinea L.|Nome volgare: Pino domestico|Circonferenza fusto (cm): 400|Altitudine: 85|Longitudine: 8°27'59,81''|Età (anni): |Atto nazionale: DM5450/2017|Atto regionale: DECR6496/2016
pippo,V_BAGNI.6,Bagni pubblici 10,44.41019772,8.92573281,0,Accessibile: SI|Tipologia: Bagno|Posizione: Galleria Atlantide (Acquario)|Autopulente: NO|Operatività: Servizi disponibili
