path	layer name	id	name	latitude	longitude	height	info
AMT	SITGEO:V_MOB_FERMATE_AMT	V_MOB_FERMATE_AMT.2595	Fermate AMT 1481	44.4054434361031	8.935786038637161	0	Linee: 017|Codice: 2595|Nome fermata: CECCARDI-DANTE|Dettagli: capolinea 17
AMT	SITGEO:V_MOB_FERMATE_AMT	V_MOB_FERMATE_AMT.10633	Fermate AMT 112	44.405594814661384	8.933223187923431	0	Linee: CST-SLB|Codice: 10633|Nome fermata: PRIONE-FATE|Dettagli: direzione levante
